id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
2853,Farsifen Tube 10g,Nyeri & Demam,5500.0,469,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; Gejala terkait: nyeri haid; sakit gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; nyeri haid; sakit gigi; Gunakan sesuai petunjuk pada kemasan.",Nyeri lambung,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Farsifen+Tube+10g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2854,Counterpain Krim 60g,Obat Oles Nyeri,75000.0,100,"Methyl Salicylate, Menthol, Eugenol","Nyeri otot, keseleo, pegal linu; Gejala terkait: keseleo; salah urat; pegal linu",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol, Eugenol","Nyeri otot, keseleo, pegal linu; keseleo; salah urat; pegal linu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Panas berlebih jika dikompres,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/f97316?text=Counterpain+Krim+60g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2855,Plantacid Botol 200ml,Lambung & Maag,39000.0,380,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; Gejala terkait: tukak lambung; maag kronis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; tukak lambung; maag kronis; Gunakan sesuai petunjuk pada kemasan.,Diare/sembelit,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Plantacid+Botol+200ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2856,Balsem Lang Tube 50g,Perawatan Hidung & Pernapasan,20000.0,147,"Menthol, Camphor, Eucalyptus Oil","Melegakan napas, masuk angin dewasa; Gejala terkait: balsem putih; dada sesak flu",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Menthol, Camphor, Eucalyptus Oil","Melegakan napas, masuk angin dewasa; balsem putih; dada sesak flu; Gunakan sesuai petunjuk pada kemasan.",Kulit perih bila tebal,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Balsem+Lang+Tube+50g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2857,Woods Antitussive 60ml,Obat Batuk,29000.0,350,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering; Gejala terkait: batuk gatal; dahak kental; batuk kering,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering; batuk gatal; dahak kental; batuk kering; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Woods+Antitussive+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2858,Ultraflu Tube 15g,Flu & Pilek,4000.0,279,"Paracetamol, Phenylpropanolamine, CTM",Gejala flu dan pilek; Gejala terkait: flu; bersin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Paracetamol, Phenylpropanolamine, CTM",Gejala flu dan pilek; flu; bersin; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Ultraflu+Tube+15g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2859,Kenalog Tube 15g,Mulut & Tenggorokan,75000.0,49,Triamcinolone Acetonide,Sariawan berat (Kortikosteroid); Gejala terkait: salep sariawan; sariawan meradang,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Triamcinolone Acetonide,Sariawan berat (Kortikosteroid); salep sariawan; sariawan meradang; Gunakan sesuai petunjuk pada kemasan.,Infeksi jamur sekunder bila pemakaian lama,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/d946ef?text=Kenalog+Tube+15g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2860,Imboost Force Tablet,Vitamin & Suplemen,65000.0,68,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; Gejala terkait: sistem imun; pemulihan sakit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; sistem imun; pemulihan sakit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi (jarang),2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Imboost+Force+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2861,Telfast Botol 120ml,Alergi & Gatal,153000.0,88,Fexofenadine HCl,Alergi rinitis berat tanpa kantuk; Gejala terkait: alergi tanpa ngantuk; gatal rinitis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Fexofenadine HCl,Alergi rinitis berat tanpa kantuk; alergi tanpa ngantuk; gatal rinitis; Gunakan sesuai petunjuk pada kemasan.,Sakit kepala ringan,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Telfast+Botol+120ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2862,Plantacid Sirup 100ml,Lambung & Maag,35000.0,209,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; Gejala terkait: tukak lambung; maag kronis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; tukak lambung; maag kronis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Diare/sembelit,2028-12-31,Sirup,https://placehold.co/400x300/f8fafc/10b981?text=Plantacid+Sirup+100ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2863,Komix Botol 120ml,Obat Batuk,2500.0,223,"Dextromethorphan, Guaifenesin",Batuk ringan; Gejala terkait: batuk ringan; batuk gatal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Dextromethorphan, Guaifenesin",Batuk ringan; batuk ringan; batuk gatal; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Komix+Botol+120ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2864,Bodrex Flu & Batuk,Nyeri & Demam,14000.0,467,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, demam; Gejala terkait: sakit kepala; migrain",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, demam; sakit kepala; migrain; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Berdebar,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Bodrex+Flu+&+Batuk,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2865,Pamol Tablet,Nyeri & Demam,14000.0,357,Paracetamol,Demam dan nyeri; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol,Demam dan nyeri; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Pamol+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2866,Plantacid Box 100s,Lambung & Maag,112000.0,44,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; Gejala terkait: tukak lambung; maag kronis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Tukak lambung dan maag; tukak lambung; maag kronis; Gunakan sesuai petunjuk pada kemasan.,Diare/sembelit,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Plantacid+Box+100s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2867,Tremenza Sirup,Flu & Pilek,42000.0,242,"Pseudoephedrine, Triprolidine",Flu alergi; Gejala terkait: flu alergi; pilek tak kunjung sembuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Pseudoephedrine, Triprolidine",Flu alergi; flu alergi; pilek tak kunjung sembuh; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mengantuk sangat, mulut kering",2027-06-30,Sirup,https://placehold.co/400x300/f8fafc/06b6d4?text=Tremenza+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2868,Antangin Tablet 4s,Herbal & Tradisional,4000.0,120,"Jahe, Royal Jelly, Ginseng","Masuk angin, greges; Gejala terkait: greges; meriang; masuk angin",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe, Royal Jelly, Ginseng","Masuk angin, greges; greges; meriang; masuk angin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Tubuh terasa hangat berlebih,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/84cc16?text=Antangin+Tablet+4s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2869,Caladine Cream 15g,Alergi & Gatal,22000.0,471,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; Gejala terkait: biang keringat; gatal oles; gatal serangga",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; biang keringat; gatal oles; gatal serangga; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit sedikit kering,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/8b5cf6?text=Caladine+Cream+15g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2870,Transpulmin Kids Balsam 20g,Perawatan Hidung & Pernapasan,85000.0,93,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; Gejala terkait: balsem dada bayi; napas lega bayi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; balsem dada bayi; napas lega bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kemerahan lokal (jarang),2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Transpulmin+Kids+Balsam+20g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2871,Sanmol Strip 4s,Nyeri & Demam,9000.0,308,Paracetamol 500mg,Meredakan demam dan nyeri ringan; Gejala terkait: demam; panas; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Paracetamol 500mg,Meredakan demam dan nyeri ringan; demam; panas; nyeri; Gunakan sesuai petunjuk pada kemasan.,Jarang: ruam kulit,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Sanmol+Strip+4s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2872,Cendo Botol 120ml,Mata & Telinga,63000.0,80,"Bervariasi (Dexamethasone, Neomycin / Artificial Tears)",Radang mata (Xitrol) / Mata Kering; Gejala terkait: mata belekan; bintitan; radang mata; mata kering softlens,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Bervariasi (Dexamethasone, Neomycin / Artificial Tears)",Radang mata (Xitrol) / Mata Kering; mata belekan; bintitan; radang mata; mata kering softlens; Gunakan sesuai petunjuk pada kemasan.,Pandangan kabur sementara,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/0ea5e9?text=Cendo+Botol+120ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2873,Imboost Extra Vitamin C,Vitamin & Suplemen,45000.0,199,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; Gejala terkait: sistem imun; pemulihan sakit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; sistem imun; pemulihan sakit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi (jarang),2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Imboost+Extra+Vitamin+C,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2874,Cooling 5 Plus Orange Spray,Mulut & Tenggorokan,42000.0,422,Phenol Crystal,"Sakit tenggorokan ringan, pembunuh kuman mulut; Gejala terkait: semprot tenggorokan; gatal tenggorokan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Phenol Crystal,"Sakit tenggorokan ringan, pembunuh kuman mulut; semprot tenggorokan; gatal tenggorokan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Rasa kebas,2028-03-15,Spray,https://placehold.co/400x300/f8fafc/d946ef?text=Cooling+5+Plus+Orange+Spray,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2875,Fasidol Sirup,Nyeri & Demam,12000.0,136,Paracetamol,Demam; Gejala terkait: demam; pusing,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol,Demam; demam; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Sirup,https://placehold.co/400x300/f8fafc/ef4444?text=Fasidol+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2876,Ryvel Drops,Alergi & Gatal,70000.0,88,Cetirizine HCl,"Alergi, urtikaria (biduran); Gejala terkait: biduran anak; alergi kulit",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Cetirizine HCl,"Alergi, urtikaria (biduran); biduran anak; alergi kulit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mengantuk,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Ryvel+Drops,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2877,Laserin Sirup 30ml,Obat Batuk,12000.0,331,"Jahe merah, Cengkeh, Daun Sirih","Batuk, masuk angin; Gejala terkait: batuk herbal; tenggorokan hangat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Jahe merah, Cengkeh, Daun Sirih","Batuk, masuk angin; batuk herbal; tenggorokan hangat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2027-06-30,Sirup,https://placehold.co/400x300/f8fafc/3b82f6?text=Laserin+Sirup+30ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2878,Betadine Throat Spray 50ml,Mulut & Tenggorokan,120000.0,93,Povidone Iodine 1%,"Sakit tenggorokan, bau mulut, gusi bengkak; Gejala terkait: kumur sakit tenggorokan; gusi bengkak",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Povidone Iodine 1%,"Sakit tenggorokan, bau mulut, gusi bengkak; kumur sakit tenggorokan; gusi bengkak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Ubah warna gigi (jarang),2028-03-15,Spray,https://placehold.co/400x300/f8fafc/d946ef?text=Betadine+Throat+Spray+50ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2879,Voltaren Emulgel 20g,Obat Oles Nyeri,85000.0,53,Diclofenac Diethylamine,"Nyeri sendi, osteoartritis, memar; Gejala terkait: nyeri sendi lutut; bengkak keseleo",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Diclofenac Diethylamine,"Nyeri sendi, osteoartritis, memar; nyeri sendi lutut; bengkak keseleo; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit kemerahan,2027-06-30,Topikal,https://placehold.co/400x300/f8fafc/f97316?text=Voltaren+Emulgel+20g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2880,Liprolac Botol 120ml,Pencernaan & Diare,16000.0,234,Probiotik multi-strain,Kesehatan pencernaan bayi dan anak; Gejala terkait: pencernaan bayi; probiotik,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Probiotik multi-strain,Kesehatan pencernaan bayi dan anak; pencernaan bayi; probiotik; Gunakan sesuai petunjuk pada kemasan.,Jarang,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Liprolac+Botol+120ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2881,Bodrex Migra,Nyeri & Demam,15000.0,171,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, demam; Gejala terkait: sakit kepala; migrain",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, demam; sakit kepala; migrain; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Berdebar,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Bodrex+Migra,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2882,Ketoconazole Box 100s,Antijamur & Kulit,80000.0,78,Ketoconazole 2%,Infeksi jamur luas; Gejala terkait: jamur murah; kurap,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Ketoconazole 2%,Infeksi jamur luas; jamur murah; kurap; Gunakan sesuai petunjuk pada kemasan.,Iritasi lokal,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/14b8a6?text=Ketoconazole+Box+100s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2883,Lacto-B Sachet,Pencernaan & Diare,8000.0,491,Probiotik (Lactobacillus),Memperbaiki flora usus saat diare anak; Gejala terkait: probiotik diare; mencret anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Probiotik (Lactobacillus),Memperbaiki flora usus saat diare anak; probiotik diare; mencret anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Sachet,https://placehold.co/400x300/f8fafc/f59e0b?text=Lacto-B+Sachet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2884,Sterimar Blocked Nose 50ml,Perawatan Hidung & Pernapasan,145000.0,68,Isotonic/Hypertonic Sea Water,"Membersihkan hidung kotor, melegakan pernapasan; Gejala terkait: cuci hidung; hidung bayi mampet",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Isotonic/Hypertonic Sea Water,"Membersihkan hidung kotor, melegakan pernapasan; cuci hidung; hidung bayi mampet; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Rasa asin sesaat,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Sterimar+Blocked+Nose+50ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2885,Loratadine Tablet 10mg,Alergi & Gatal,8000.0,167,Loratadine 10mg,Alergi tanpa mengantuk parah; Gejala terkait: alergi kerja; biduran pagi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Loratadine 10mg,Alergi tanpa mengantuk parah; alergi kerja; biduran pagi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mulut kering,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Loratadine+Tablet+10mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2886,Cooling 5 Box 50s,Mulut & Tenggorokan,171000.0,49,Phenol Crystal,"Sakit tenggorokan ringan, pembunuh kuman mulut; Gejala terkait: semprot tenggorokan; gatal tenggorokan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Phenol Crystal,"Sakit tenggorokan ringan, pembunuh kuman mulut; semprot tenggorokan; gatal tenggorokan; Gunakan sesuai petunjuk pada kemasan.",Rasa kebas,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/d946ef?text=Cooling+5+Box+50s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2887,Caladine Powder 60g,Alergi & Gatal,12000.0,302,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; Gejala terkait: biang keringat; gatal oles; gatal serangga",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; biang keringat; gatal oles; gatal serangga; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit sedikit kering,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Caladine+Powder+60g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2888,Woods Peppermint Expectorant 60ml,Obat Batuk,28000.0,482,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering; Gejala terkait: batuk gatal; dahak kental; batuk kering,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering; batuk gatal; dahak kental; batuk kering; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Woods+Peppermint+Expectorant+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2889,Betadine Solution 15ml,Obat Kulit & Luka,18000.0,371,Povidone Iodine 10%,Antiseptik untuk luka lecet/potong; Gejala terkait: obat merah; luka lecet; antiseptik,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Povidone Iodine 10%,Antiseptik untuk luka lecet/potong; obat merah; luka lecet; antiseptik; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi ringan,2028-12-31,Cairan,https://placehold.co/400x300/f8fafc/ec4899?text=Betadine+Solution+15ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2890,Tremenza Botol 60ml,Flu & Pilek,35000.0,187,"Pseudoephedrine, Triprolidine",Flu alergi; Gejala terkait: flu alergi; pilek tak kunjung sembuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Pseudoephedrine, Triprolidine",Flu alergi; flu alergi; pilek tak kunjung sembuh; Gunakan sesuai petunjuk pada kemasan.,"Mengantuk sangat, mulut kering",2026-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Tremenza+Botol+60ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2891,Polycrol Box 50s,Lambung & Maag,99000.0,71,"Activated Methylpolysiloxane, Antasida",Maag dengan kembung berat; Gejala terkait: kembung keras; lambung penuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Activated Methylpolysiloxane, Antasida",Maag dengan kembung berat; kembung keras; lambung penuh; Gunakan sesuai petunjuk pada kemasan.,Konstipasi,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Polycrol+Box+50s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2892,Bear Brand Susu Steril Kaleng 189ml,Vitamin & Suplemen,12000.0,378,100% Susu Sapi Murni Steril,Pemulihan kesehatan; Gejala terkait: susu steril; tipes; pemulihan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,100% Susu Sapi Murni Steril,Pemulihan kesehatan; susu steril; tipes; pemulihan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi laktosa,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Bear+Brand+Susu+Steril+Kaleng+189ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2893,Incidal-OD Strip 10s,Alergi & Gatal,35000.0,398,Cetirizine HCl,Obat anti alergi paten; Gejala terkait: alergi berat; gatal paten,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Cetirizine HCl,Obat anti alergi paten; alergi berat; gatal paten; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Incidal-OD+Strip+10s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2894,Polysilane Max Peppermint,Lambung & Maag,15000.0,325,"Simethicone, Al(OH)3, Mg(OH)2",Mengatasi kembung dan maag; Gejala terkait: perut kembung parah; penuh ulu hati,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Al(OH)3, Mg(OH)2",Mengatasi kembung dan maag; perut kembung parah; penuh ulu hati; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit ringan,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Polysilane+Max+Peppermint,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2895,Mucos Tablet,Obat Batuk,18000.0,178,Ambroxol HCl,Batuk berdahak tebal; Gejala terkait: dahak pekat; bronkitis ringan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ambroxol HCl,Batuk berdahak tebal; dahak pekat; bronkitis ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/3b82f6?text=Mucos+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2896,Siladex Botol 200ml,Obat Batuk,61500.0,80,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering (Bebas Gula); Gejala terkait: batuk berdahak; batuk bebas gula,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Bromhexine, Guaifenesin / Dextromethorphan",Batuk berdahak / batuk kering (Bebas Gula); batuk berdahak; batuk bebas gula; Gunakan sesuai petunjuk pada kemasan.,Mual,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Siladex+Botol+200ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
