id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
435,Berocca Effervescent,Vitamin & Suplemen,45000.0,358,B Vitamins + Vitamin C + Zinc effervescent,Energi dan fokus mental; Gejala: energi; fokus; vitamin b kompleks,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,B Vitamins + Vitamin C + Zinc effervescent,Energi dan fokus mental; energi; fokus; vitamin b kompleks; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kembung, urin kuning",2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Berocca+Effervescent,True,"[""otc"",""indonesia"",""chatbot-ready""]"
436,Suplemen Koenzim Q10,Vitamin & Suplemen,125000.0,32,Coenzyme Q10 100mg,"Energi sel, jantung, antioksidan; Gejala: antioksidan; jantung; energi sel",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Coenzyme Q10 100mg,"Energi sel, jantung, antioksidan; antioksidan; jantung; energi sel; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Jarang, insomnia ringan",2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Suplemen+Koenzim+Q10,True,"[""otc"",""indonesia"",""chatbot-ready""]"
437,Curcumin Kapsul,Vitamin & Suplemen,65000.0,89,"Curcumin 500mg, Piperine 5mg","Anti radang, antioksidan premium; Gejala: anti radang; antioksidan; kunyit premium",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Curcumin 500mg, Piperine 5mg","Anti radang, antioksidan premium; anti radang; antioksidan; kunyit premium; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Jarang, mual ringan",2028-12-31,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Curcumin+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
438,Prenavit Tablet,Vitamin & Suplemen,55000.0,39,Multivitamin Mineral Ibu Hamil,Nutrisi lengkap kehamilan; Gejala: hamil; kehamilan; vitamin prenatal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Multivitamin Mineral Ibu Hamil,Nutrisi lengkap kehamilan; hamil; kehamilan; vitamin prenatal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Prenavit+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
439,Noni Gold Kapsul,Vitamin & Suplemen,45000.0,354,Morinda citrifolia 500mg,Stamina dan imun herbal mengkudu; Gejala: stamina; imun; mengkudu; noni,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Morinda citrifolia 500mg,Stamina dan imun herbal mengkudu; stamina; imun; mengkudu; noni; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Noni+Gold+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
440,Spirulina Tablet 500mg,Vitamin & Suplemen,85000.0,75,Arthrospira platensis 500mg,"Protein nabati, antioksidan, energi; Gejala: protein nabati; vegan; spirulina; energi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Arthrospira platensis 500mg,"Protein nabati, antioksidan, energi; protein nabati; vegan; spirulina; energi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang (reaksi alergi),2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Spirulina+Tablet+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
441,Mefenacid Tablet,Nyeri & Demam,8000.0,124,Asam Mefenamat 250mg,"Nyeri haid ringan, gigi; Gejala: nyeri haid ringan; gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Asam Mefenamat 250mg,"Nyeri haid ringan, gigi; nyeri haid ringan; gigi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi lambung,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Mefenacid+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
442,Acnevil Gel,Obat Kulit & Luka,35000.0,472,Clindamycin 1%,Jerawat meradang; Gejala: jerawat meradang; clindamycin; jerawat batu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clindamycin 1%,Jerawat meradang; jerawat meradang; clindamycin; jerawat batu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kulit kering,2028-12-31,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Acnevil+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
443,Skinoren Gel 15g,Obat Kulit & Luka,85000.0,96,Azelaic Acid 20%,"Jerawat, hiperpigmentasi; Gejala: jerawat; bekas jerawat hitam; azelaic acid",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Azelaic Acid 20%,"Jerawat, hiperpigmentasi; jerawat; bekas jerawat hitam; azelaic acid; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Kulit kering, perih",2026-12-31,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Skinoren+Gel+15g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
444,Clobetasol Cream 0.05%,Obat Kulit & Luka,25000.0,323,Clobetasol Propionate 0.05%,"Psoriasis, lichen planus; Gejala: psoriasis; kulit bersisik; gatal parah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clobetasol Propionate 0.05%,"Psoriasis, lichen planus; psoriasis; kulit bersisik; gatal parah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Penipisan kulit,2029-01-15,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Clobetasol+Cream+0.05%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
445,Chloramphenicol Cream,Obat Kulit & Luka,12000.0,295,Chloramphenicol 2%,Infeksi kulit bakteri gram positif; Gejala: infeksi kulit; luka bernanah murah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Chloramphenicol 2%,Infeksi kulit bakteri gram positif; infeksi kulit; luka bernanah murah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi lokal,2028-03-15,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Chloramphenicol+Cream,True,"[""otc"",""indonesia"",""chatbot-ready""]"
446,Gentamicin Cream 0.1%,Obat Kulit & Luka,8000.0,325,Gentamicin Sulfate 0.1%,"Impetigo, folikulitis; Gejala: impetigo murah; folikulitis",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gentamicin Sulfate 0.1%,"Impetigo, folikulitis; impetigo murah; folikulitis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Gatal lokal,2028-03-15,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Gentamicin+Cream+0.1%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
447,Tretinoin Cream 0.025%,Obat Kulit & Luka,25000.0,257,Tretinoin 0.025%,Jerawat dan anti penuaan; Gejala: jerawat; anti aging; retinol,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Tretinoin 0.025%,Jerawat dan anti penuaan; jerawat; anti aging; retinol; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kulit merah, mengelupas",2027-06-30,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Tretinoin+Cream+0.025%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
448,Calcipotriol Cream,Obat Kulit & Luka,135000.0,48,Calcipotriol 50mcg/g,Psoriasis plak ringan-sedang; Gejala: psoriasis plak; kulit bersisik tebal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Calcipotriol 50mcg/g,Psoriasis plak ringan-sedang; psoriasis plak; kulit bersisik tebal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lokal,2029-01-15,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Calcipotriol+Cream,True,"[""otc"",""indonesia"",""chatbot-ready""]"
449,Alphosyl HC Krim,Obat Kulit & Luka,95000.0,75,"Hydrocortisone, Coal Tar",Psoriasis dan seborrheic dermatitis; Gejala: psoriasis; ketombe berat; seborrheic,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Hydrocortisone, Coal Tar",Psoriasis dan seborrheic dermatitis; psoriasis; ketombe berat; seborrheic; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kulit sensitif,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Alphosyl+HC+Krim,True,"[""otc"",""indonesia"",""chatbot-ready""]"
450,Duoderm CGF Plester,Obat Kulit & Luka,85000.0,85,"Gelatin, Pectin, CMC hidrokoloid","Luka kronik, dekubitus, luka operasi; Gejala: luka kronik; luka diabetes; decubitus",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Gelatin, Pectin, CMC hidrokoloid","Luka kronik, dekubitus, luka operasi; luka kronik; luka diabetes; decubitus; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Maserasi kulit,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Duoderm+CGF+Plester,True,"[""otc"",""indonesia"",""chatbot-ready""]"
451,Mebo Scar Gel 15g,Obat Kulit & Luka,95000.0,31,"Allium Cepa Extract, Heparin, Allantoin",Bekas luka dan keloid; Gejala: bekas luka tonjolan; keloid; scar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Allium Cepa Extract, Heparin, Allantoin",Bekas luka dan keloid; bekas luka tonjolan; keloid; scar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Mebo+Scar+Gel+15g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
452,Kloderma Cream,Obat Kulit & Luka,55000.0,37,Clobetasone Butyrate 0.05%,"Eksim ringan, dermatitis kontak; Gejala: eksim; dermatitis kontak; gatal meradang",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Clobetasone Butyrate 0.05%,"Eksim ringan, dermatitis kontak; eksim; dermatitis kontak; gatal meradang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Penipisan kulit bila lama,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Kloderma+Cream,True,"[""otc"",""indonesia"",""chatbot-ready""]"
453,Hydrocortisone 1% Cream,Obat Kulit & Luka,8000.0,200,Hydrocortisone 1%,"Gatal radang ringan, diapers rash; Gejala: gatal radang; diapers rash; kortison ringan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Hydrocortisone 1%,"Gatal radang ringan, diapers rash; gatal radang; diapers rash; kortison ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Penipisan kulit,2027-06-30,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Hydrocortisone+1%+Cream,True,"[""otc"",""indonesia"",""chatbot-ready""]"
454,Iodine Povidone 10% 60ml,Obat Kulit & Luka,18000.0,125,Povidone Iodine 10%,Antiseptik kulit luka terbuka; Gejala: antiseptik generic; luka murah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Povidone Iodine 10%,Antiseptik kulit luka terbuka; antiseptik generic; luka murah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Iritasi, kulit coklat",2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Iodine+Povidone+10%+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
455,Metronidazole Gel,Obat Kulit & Luka,22000.0,126,Metronidazole 0.75%,"Rosacea, jerawat infeksi anaerob; Gejala: rosacea; jerawat anaerob; kemerahan wajah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Metronidazole 0.75%,"Rosacea, jerawat infeksi anaerob; rosacea; jerawat anaerob; kemerahan wajah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Iritasi lokal, mulut metalik",2028-03-15,Gel,https://placehold.co/400x300/f8fafc/ec4899?text=Metronidazole+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
456,Pityriasis Shampoo,Antijamur & Kulit,35000.0,383,Selenium Sulfide 1%,"Ketombe berat, tinea capitis; Gejala: ketombe parah; kutu rambut jamur",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Selenium Sulfide 1%,"Ketombe berat, tinea capitis; ketombe parah; kutu rambut jamur; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit kepala kering,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/14b8a6?text=Pityriasis+Shampoo,True,"[""otc"",""indonesia"",""chatbot-ready""]"
457,Nizoral Shampoo 60ml,Antijamur & Kulit,65000.0,75,Ketoconazole 2% shampoo,"Ketombe jamur, seborrheic dermatitis kepala; Gejala: ketombe jamur; kulit kepala bersisik",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ketoconazole 2% shampoo,"Ketombe jamur, seborrheic dermatitis kepala; ketombe jamur; kulit kepala bersisik; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi kulit kepala,2029-01-15,Produk,https://placehold.co/400x300/f8fafc/14b8a6?text=Nizoral+Shampoo+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
458,Selsun Shampoo 60ml,Antijamur & Kulit,45000.0,178,Selenium Sulfide 1.8%,Ketombe berat dan jamur kepala; Gejala: ketombe; tinea versicolor kepala,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Selenium Sulfide 1.8%,Ketombe berat dan jamur kepala; ketombe; tinea versicolor kepala; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Rambut kering,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/14b8a6?text=Selsun+Shampoo+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
459,Amoxicillin Kapsul 500mg,Obat Kulit & Luka,18000.0,445,Amoxicillin Trihydrate 500mg,Infeksi bakteri ringan-sedang (perlu resep dokter); Gejala: infeksi; amoxicillin; antibiotik,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Amoxicillin Trihydrate 500mg,Infeksi bakteri ringan-sedang (perlu resep dokter); infeksi; amoxicillin; antibiotik; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Alergi, diare",2027-06-30,Kapsul,https://placehold.co/400x300/f8fafc/ec4899?text=Amoxicillin+Kapsul+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
460,Amoxicillin Sirup 60ml,Obat Kulit & Luka,22000.0,181,Amoxicillin 125mg/5ml sirup,Infeksi bakteri anak (perlu resep); Gejala: infeksi anak; antibiotik anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Amoxicillin 125mg/5ml sirup,Infeksi bakteri anak (perlu resep); infeksi anak; antibiotik anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Alergi, diare",2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/ec4899?text=Amoxicillin+Sirup+60ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
461,Ampicillin Kapsul 500mg,Obat Kulit & Luka,12000.0,162,Ampicillin Trihydrate 500mg,"Infeksi saluran napas, kemih; Gejala: infeksi napas; saluran kemih",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ampicillin Trihydrate 500mg,"Infeksi saluran napas, kemih; infeksi napas; saluran kemih; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Alergi, diare",2026-12-31,Kapsul,https://placehold.co/400x300/f8fafc/ec4899?text=Ampicillin+Kapsul+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
462,Cotrimoxazole Tablet,Obat Kulit & Luka,5000.0,119,"Sulfamethoxazole 400mg, Trimethoprim 80mg","Infeksi saluran kemih, diare bakteri; Gejala: ISK; infeksi kemih; bactrim generik",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sulfamethoxazole 400mg, Trimethoprim 80mg","Infeksi saluran kemih, diare bakteri; ISK; infeksi kemih; bactrim generik; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Alergi sulfa, mual",2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Cotrimoxazole+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
463,Erythromycin Tablet 500mg,Obat Kulit & Luka,15000.0,486,Erythromycin Ethylsuccinate 500mg,"Infeksi kulit, napas, alergi penisilin; Gejala: infeksi kulit; alergi penisilin",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Erythromycin Ethylsuccinate 500mg,"Infeksi kulit, napas, alergi penisilin; infeksi kulit; alergi penisilin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mual, nyeri perut",2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Erythromycin+Tablet+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
464,Chloramphenicol Kapsul 250mg,Obat Kulit & Luka,8000.0,404,Chloramphenicol 250mg,"Tifoid, infeksi berat; Gejala: tifoid; demam tifoid; typhus",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Chloramphenicol 250mg,"Tifoid, infeksi berat; tifoid; demam tifoid; typhus; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Aplasia sumsum tulang (jarang),2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/ec4899?text=Chloramphenicol+Kapsul+250mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
465,Tetracycline Kapsul 250mg,Obat Kulit & Luka,8000.0,232,Tetracycline HCl 250mg,"Jerawat parah, klamidia, leptospirosis; Gejala: jerawat parah; tetracycline",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Tetracycline HCl 250mg,"Jerawat parah, klamidia, leptospirosis; jerawat parah; tetracycline; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Fotosensitisasi, gigi kuning anak",2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/ec4899?text=Tetracycline+Kapsul+250mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
466,Metronidazole Tablet 500mg,Pencernaan & Diare,8000.0,256,Metronidazole 500mg,"Amebiasis, trikomoniasis, infeksi anaerob; Gejala: amuba; diare bakteri anaerob; flagyl",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Metronidazole 500mg,"Amebiasis, trikomoniasis, infeksi anaerob; amuba; diare bakteri anaerob; flagyl; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mual, metalik mulut, tidak boleh alkohol",2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/f59e0b?text=Metronidazole+Tablet+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
467,Thiamphenicol Kapsul 500mg,Obat Kulit & Luka,15000.0,361,Thiamphenicol 500mg,"Infeksi saluran napas, ISK; Gejala: infeksi napas; tifoid",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Thiamphenicol 500mg,"Infeksi saluran napas, ISK; infeksi napas; tifoid; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mual, agranulositosis",2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/ec4899?text=Thiamphenicol+Kapsul+500mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
468,Spiramycin Tablet,Mulut & Tenggorokan,25000.0,482,Spiramycin 500mg,Infeksi mulut dan tenggorokan; Gejala: infeksi gigi; periodontitis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Spiramycin 500mg,Infeksi mulut dan tenggorokan; infeksi gigi; periodontitis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mual, diare",2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/d946ef?text=Spiramycin+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
469,Urinozinc Tablet,Vitamin & Suplemen,95000.0,42,"Zinc Oxide, Saw Palmetto, Lycopene",Kesehatan prostat dan saluran kemih pria; Gejala: prostat; saluran kemih pria; ISK pria,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Zinc Oxide, Saw Palmetto, Lycopene",Kesehatan prostat dan saluran kemih pria; prostat; saluran kemih pria; ISK pria; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Urinozinc+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
470,Cranberry Extract Kapsul,Vitamin & Suplemen,75000.0,49,Vaccinium Macrocarpon 400mg,Pencegahan ISK wanita; Gejala: ISK wanita; infeksi kandung kemih; cranberry,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vaccinium Macrocarpon 400mg,Pencegahan ISK wanita; ISK wanita; infeksi kandung kemih; cranberry; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual ringan,2029-01-15,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Cranberry+Extract+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
471,Kejibeling Kapsul,Herbal & Tradisional,25000.0,111,Strobilanthes crispus,"Batu ginjal, melancarkan kemih herbal; Gejala: batu ginjal; kencing batu; herbal ginjal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Strobilanthes crispus,"Batu ginjal, melancarkan kemih herbal; batu ginjal; kencing batu; herbal ginjal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Kejibeling+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
472,Tempuyung Kapsul,Herbal & Tradisional,22000.0,144,Sonchus arvensis Extract,Batu ginjal dan melancarkan urin; Gejala: batu ginjal; sulit kencing; tempuyung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sonchus arvensis Extract,Batu ginjal dan melancarkan urin; batu ginjal; sulit kencing; tempuyung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Tempuyung+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
473,Potasium Sitrat Tablet,Vitamin & Suplemen,65000.0,39,Kalium Sitrat 1080mg,"Batu ginjal kalsium, asidosis; Gejala: batu ginjal; asidosis; alkalinisasi urin",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kalium Sitrat 1080mg,"Batu ginjal kalsium, asidosis; batu ginjal; asidosis; alkalinisasi urin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mual,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Potasium+Sitrat+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
474,Insulin Plant Kapsul,Herbal & Tradisional,35000.0,295,Costus Igneus Ekstrak,Membantu metabolisme gula darah herbal; Gejala: gula darah tinggi; diabetes herbal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Costus Igneus Ekstrak,Membantu metabolisme gula darah herbal; gula darah tinggi; diabetes herbal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Insulin+Plant+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
475,Bitter Melon Kapsul,Herbal & Tradisional,45000.0,470,Momordica charantia 500mg,Membantu kontrol gula darah; Gejala: pare; gula darah; diabetes,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Momordica charantia 500mg,Membantu kontrol gula darah; pare; gula darah; diabetes; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Hipoglikemia, mual",2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/84cc16?text=Bitter+Melon+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
476,Chromium Picolinate,Vitamin & Suplemen,65000.0,53,Chromium 200mcg,Membantu metabolisme glukosa; Gejala: gula darah; insulin sensitif; chromium,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Chromium 200mcg,Membantu metabolisme glukosa; gula darah; insulin sensitif; chromium; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Chromium+Picolinate,True,"[""otc"",""indonesia"",""chatbot-ready""]"
